Тип,Название,Цена,Ресторан,Ссылка,Адресс
"Пицца","Пицца «Баварская»"," от 200","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Барбекю»"," от 200","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Копертино соле»"," 195","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Диабло»"," от 200","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Мясное ассорти»"," от 210","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Чизбургер»"," от 225","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Семь сыров»"," от 260","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Дон бекон»"," от 195","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Жульен»"," от 180","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Свой рецепт» (30 см)"," от 125","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Свой рецепт» (36 см)"," от 145","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Свой рецепт» (40 см)"," от 165","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Пять сыров»"," от 240","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Сыр с мясом»"," от 225","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Копертино густо» (30 см)"," 195","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Вегетарианская»"," от 180","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Королевская»"," от 280","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Мексиканская»"," от 260","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Студенческая»"," от 180","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Тартар»"," от 170","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Верона»"," от 165","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Капоне»"," от 150","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Чиполло»"," от 150","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Прошутто кон фунги»"," от 140","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Маргарита»"," от 135","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Примавера»"," от 150","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Пепперони»"," от 155","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Гавайская премиум»"," от 175","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Пицца","Пицца «Эмилия»"," от 150","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Крем-суп «Грибной»"," 60","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Суп с угрем и яйцом"," 89","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Мисо-суп"," 45","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Острый суп с водорослями вакамэ"," 55","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Суп «Сливочный с лососем»"," 90","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Солянка «Мясная»"," 80","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
"Суп","Крем-суп «Тыквенный с лососем»"," 90","Доставка пиццы и суши 33","https://eda.ua/restorany/dostavka-piccy-i-sushi-33","улица Васильковская 34; вулиця Анни Ахматової, 14А; улица Озерная 28; улица Героев Космоса 2Б"
